## Support Vector Machine training set (CAD overlapping CRM Atlas) 
# crm_id: CRM id (of the CRM Atlas).
# chr, start, stop: genomic coordinates.
# CAD_CRMs: id(s) of CAD CRMs overlapping the CRM.
# {Meso, SM, VM, Meso_SM, VM_SM}: Does the CRM belong (1) or not (0) to the class {'Meso only', 'SM only', 'VM only', 'Meso and SM only', 'VM and SM only'}.   
# tin_2.4,..., Mef2_10.12: peak height  in condition of interest (i.e. ChIP log2 enrichment at peak). Values 0 if no peak reported.
crm_id	chr	start	stop	CAD_CRMs	Meso	VM	SM	CM	Meso_SM	VM_SM	tin_2.4	tin_4.6	tin_6.8	bin_6.8	bin_8.10	bin_10.12	twi_2.4	twi_4.6	twi_6.8	bap_6.8	mef2_2.4	mef2_4.6	mef2_6.8	mef2_8.10	mef2_10.12
829	2R	11406875	11407268	sli_2.6_RV	0	0	0	1	0	0	0.96	0	0	0	0	0	0	1.94	0	0	1.64	2.21	1.59	1.17	1.7
5890	2L	11411295	11411495	salm_BAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03	0
5220	2L	1162261	1162810	CG5080_enhancer[FL]	0	0	1	0	0	0	0	0	0	0	1.15	2.02	0	0	0.99	0	0	0	1.28	1.72	1.47
3199	3R	22625008	22625208	Tl_1.7RS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86
3472	3R	27529482	27529682	ttk_enhancer[FL]_NR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0
4969	3L	20335482	20335707	trbl_enhancer[FL]	1	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0	0	0	1.53	0	0.77	0
2820	3R	17227574	17227958	lbe_enhancer[FL]	0	0	0	0	1	0	2.65	3.15	0	0	0	0	0.94	2.69	0	0	0	1.63	0	0	0
302	2R	5226034	5226245	dap_dap-del	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.13	0	0
5397	2L	3813987	3814522	slp1_enhancer[FL]	0	0	0	0	0	1	0.89	0	1.58	0	0	1.88	0	1.93	1.78	1.49	0	1.12	1.41	0	0
5586	2L	6531029	6531421	eya	1	0	0	0	0	0	2.33	3	2.21	2.02	0	0	0	2.76	1.94	1.98	0	2.09	1.69	0	0
1719	3R	2711043	2711243	Scr_7.0RR_NR	0	0	1	0	0	0	0	0	0	0	0	0	2.44	0	0	0	0	0	0	0	0
3198	3R	22623791	22624123	Tl_1.7RS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52	0	0	0	1.14	1.6
1713	3R	2689658	2689858	ftz_zebra_element	1	0	0	0	0	0	0	0	0	0	0	0	1.66	0	0	0	0	0	0	0	0
6877	X	2838562	2838952	rst_F6_NR	0	0	0	0	0	0	1.77	2.64	2.32	1.32	0	0	1.26	2.73	1.6	1.98	1.63	2.24	1.88	1.57	1.29
6662	X	379144	379612	elav_construct_J_NR	0	0	0	0	0	0	0	0	1.01	0	0	0	1.13	0	0	0	0	1.49	1.52	1.14	1.13
4971	3L	20336486	20336865	trbl_enhancer[FL]	1	0	0	0	0	0	0	0	0	0	0	0	2.77	2.94	1.03	0	0	1.24	0	0	0
6447	2L	20464415	20464958	mir-1_enhancer[FL]	0	0	0	0	0	0	1.46	3.05	1.62	0	0	0	2.38	2.33	1.52	1.15	0	2.75	2.29	2.01	0
1511	3R	174357	174557	hkb_ventral_element_plus_NR	1	0	0	0	0	0	0	0	0	0	0	0	2.64	0	0	0	0	0	0	0	0
5645	2L	7306807	7307110	wg_del-wg_NR	0	0	0	0	0	0	0	1.84	0	0	0	0	0	0	0.7	0	0	1.41	1.1	0	0
2814	3R	17218784	17219068	bap_bapDS3.5,bap_enhancer[FL]	0	1	0	0	0	0	0	1.84	0	0	0	0	2.07	0	1.94	0	0	1.45	0	0	0
2754	3R	16376083	16376629	STAT92E_enhancer[FL]	0	0	0	0	0	0	1.51	2.24	0	1.94	1.15	1.68	2.11	2.06	1.77	0	0	1.48	1.79	1.15	0
6661	X	378718	379037	elav_construct_J_NR	0	0	0	0	0	0	0	0	0	1.68	0	0	0	1.62	0	0	0	0	0	0	0
5960	2L	12679384	12679584	pdm2_+1_construct	0	0	0	0	0	0	0	0	0	0	0	0	1.84	0	0	0	0	0	0	0	0
1497	2R	20725684	20725937	Kr_PP3.OHZ	0	0	0	0	0	0	0	1.67	0	0	0	0	0	1.27	0	0	0	0	0	0	0
7619	X	15458776	15458976	sog_broad_lateral_neurogenic_ectoderm,sog_enhancer[FL]	0	0	0	0	0	0	0	0	0	0	0	0	1.19	0	0	0	0	0	0	0	0
2815	3R	17219092	17219292	bap_bapDS3.5,bap_enhancer[FL]	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73	0	0	0	0	0
4200	3L	9942226	9942426	Nc_dronc_0.52kb	0	0	0	0	0	0	0	0	0	0	0	1.64	0	0	0	0	0	0	0	0	0
2962	3R	18957069	18957467	hh_enhancer[FL]	0	0	0	0	0	0	1.73	2.71	0	0	0	0	2.02	2.73	0	0	0	0	0	0	0
6190	2L	16482040	16482432	dac_enhancer[FL]	0	1	0	0	0	0	0	1.7	0	1.78	1.79	2.37	1.67	0	0.96	0	0.96	0	1.28	1.15	0.96
320	2R	5445494	5445987	Mef2_II-B[L]_NR	0	0	0	0	0	0	1.08	1.53	0	2.1	0	0	0.97	1.57	0	1.16	0	1.19	1.13	0	0
1711	3R	2679348	2679548	Scr_2.4HH,Scr_2.6HH_NR	0	0	1	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0
6880	X	2841037	2841237	rst_F6_NR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0	0	0	0	0	0
321	2R	5446038	5446288	Mef2_II-B[L]_NR	0	0	0	0	0	0	0	0	0	0	0	0	1.19	0	0	0	0	0	0	0.84	0
5288	2L	2178296	2178633	aop_B-lacZ,aop_D-lacZ_NR	0	0	0	1	0	0	0	1.6	0	1.62	0	2.08	0	0	0	0	0	0	0	0	0
1690	3R	2579866	2580066	zen_0.7,zen_1.4_NR	1	0	0	0	0	0	0	0	0	0	0	0	1.58	0	0	0	0	0	0	0	0
1712	3R	2680046	2680440	Scr_2.4HH	0	0	0	0	0	0	0	0	0	0	0	0	1.04	0	0	0	0	0	2.57	0	0
6448	2L	20464987	20465187	mir-1_enhancer[FL]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49
471	2R	7043951	7044338	en_upstream_enhancer	0	0	0	0	0	0	0	1.77	0	0	0	0	0	0	1.06	0.92	0	0	0	0	0
6349	2L	19033054	19033615	mib2_enhancer[FL]	0	0	0	0	0	1	0	0	1.2	2.71	0	2.15	0	0	1.41	1.29	1.21	1.92	2.67	2.58	1.96
6178	2L	16315847	16316047	cact_1_enhancer[FL]	1	0	0	0	0	0	0	0	0	0	0	0	1.97	0	0	0	0	0	0	0	0
2753	3R	16374981	16375181	STAT92E_enhancer[FL]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34
4570	3L	15004949	15005229	ind_moduleA_NR	0	0	0	0	0	0	1.82	1.93	0	0	0	0	1.12	1.45	0	0	0	0	0	0	0
322	2R	5446295	5446495	Mef2_II-B[L]_NR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0
6672	X	449561	449761	vnd_348,vnd_enhancer[FL]	0	0	0	0	0	0	0	0	0	0	0	0	3.21	0	0	0	0	0	0	0	0
2963	3R	18960534	18960853	hh-PR_enhancer[FL]	0	0	0	0	0	0	0	0	0	1.9	1.43	1.91	0	0	0	0	0	0	0	0	0
7171	X	7142264	7142464	brk_enhancer[FL],brk_neurogenic_ectoderm	0	0	0	0	0	0	0	0	0	0	0	0	3.36	0	0	0	0	0	0	0	0
202	2R	3744136	3744336	dpn_dC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55	0	0	0
967	2R	13275581	13275781	HLH54F_enhancer[FL]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18	0	0
1170	2R	16115907	16116107	miR-7_enhancer[FL]	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7954	X	20492583	20492783	run_stripe_5	0	0	0	0	0	0	1.43	0	0	0	0	0	0	2.05	0	0	0	0	0	0	0
5832	2L	10293781	10293981	Hand_HCH	0	0	0	1	0	0	0	0	0	0	0	2.05	0	0	0	0	0	0	0	0	0
2415	3R	11746769	11747051	CG4221_enhancer[FL]	1	0	0	0	0	0	0	1.03	0	0	0	0	0	0	0	0	0	1.26	0	0	0
966	2R	13274314	13274913	HLH54F_enhancer[FL]	0	0	0	0	0	0	0	0	0	2.94	2.25	3.15	1.07	1.44	0.82	1.45	0	1.86	1.26	0.98	0
475	2R	7064471	7064736	en_enhancer[FL]	0	0	0	0	0	0	0	1.71	0	0	0	0	1.45	3.33	0	0	0	0	0	0	0
7955	X	20499916	20500116	run_neural_6GB	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27	0	0	0	0	0	0	0
1108	2R	15176867	15177067	miR-309-6_8-miR_enhancer	0	0	0	0	0	0	0	0	0	0	0	0	1.72	0	0	0	0	0	0	0	0
4571	3L	15005623	15005962	ind_moduleA_NR	0	0	0	0	0	0	1.95	2.07	1.47	0	0	0	0	0	0	0	0	0	0	0	0
6876	X	2836484	2836721	rst_F5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	1.5
2501	3R	12581820	12582149	Ubx_pair_rule_(zebra)_like_S1_enhancer	0	0	0	0	0	0	0	0	0	0	0	0	1.16	1.98	0	0	0	0	0	0	0
3691	3L	2073248	2073448	Ket-1_enhancer[FL]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02
1793	3R	4095509	4095709	ato_5'F9.3_NR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06	0	0	0	0	0	0
3389	3R	26291941	26292141	PH4alpha_enhancer[FL]	0	0	0	0	0	0	0	0	0	0	1.38	0	0	0	0	0	0	0	0	0	0
1499	2R	20732888	20733088	Kr_HBg0.6HZ_NR	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42	0	0	0	0
1678	3R	2302550	2302750	CG2330_enhancer[FL]	0	0	0	0	0	0	0	0	0	0	0	2.71	0	0	0	0	0	0	0	0	0
6449	2L	20468678	20469091	miR-1_enhancer[FL]_NR,miR-1_miR-1_enhancer	0	0	0	0	0	0	2.11	3.21	0.93	0	0	0	2.99	3.51	2.1	0	0	2.1	0	0	0
1498	2R	20726865	20727157	Kr_PP3.OHZ	0	0	0	0	0	0	1.07	1.84	0	0	0	0	1.13	2.78	0	0	0	1.22	0	0	0
1834	3R	4523540	4523740	hb_P1_promoter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0
6607	4	724846	725046	ey_ey12_NR	0	0	0	0	0	0	0	0	0	0	0	0	1.33	0	0	0	0	0	0	0	0
3374	3R	26000844	26001044	Mlc2_enhancer[FL]	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18
4029	3L	7496334	7496633	CG32372_enhancer[FL]	0	0	0	0	0	0	0	0	0.94	0	0	0	0	2.29	0	0	0	0	0	0	0
3475	3R	27539324	27539524	ttk(late)_enhancer[FL]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09	0	0
2806	3R	17205697	17205938	tin_tinB-180	1	0	0	0	0	0	1.13	0	0	0	0	0	2.92	3.16	0	0	0	0	0	0	0
3916	3L	5791106	5791313	vn_1_enhancer[FL]	0	1	0	0	0	0	0	0	1.66	0	0	0	0	0	0.75	0	0	0	0	0	0
2416	3R	11747565	11747857	CG4221_enhancer[FL]	1	0	0	0	0	0	0	1.63	0	0	0	0	2.4	2.08	0.82	0	0	1.73	0	0	0
3698	3L	2101768	2101968	Ket-3_enhancer[FL]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72	0	0
2173	3R	8886069	8886269	sim_enhancer[FL]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23	0	0	0	0	0	0
5286	2L	2175111	2175311	aop_D-lacZ_NR	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41
257	2R	4650238	4651003	CG8788_enhancer[FL]	0	0	0	0	1	0	1.09	1.95	0	0.93	0	0	2.65	2.86	1.64	1.06	1.04	1.2	1.11	0	0
472	2R	7045262	7045735	en_upstream_enhancer	0	0	0	0	0	0	1.33	1.95	0	0	0	0	0.92	0	1.16	0	0	0	1	0.85	0
7185	X	7166807	7167007	brk-shadow_enhancer[FL]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0
6669	X	440469	440669	vnd-vNE_enhancer[FL]	0	0	0	0	0	0	0	0	0	0	1.33	0	0	0	0	0	0	0	0	0	0
5287	2L	2177209	2177445	aop_B-lacZ,aop_D-lacZ_NR	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0.95	0
6878	X	2840187	2840498	rst_F6_NR	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32	0.87	0	0	0	0	0	0
2138	3R	8092518	8092810	svp_SCE_enhancer[FL]	0	0	0	1	0	0	0	0	1.5	0	0	0	0	0	0	1.45	0	0	0	0	0
5891	2L	11415248	11415544	salm_enhancer[FL]	0	0	0	0	0	0	0	0	1.35	2.49	2.51	3	0	0	0	1.72	0	0	0	0	0
1501	2R	20733877	20734110	Kr_SN1.7KrZ_NR	0	0	1	0	0	0	0	1.68	0	0	0	0	0	0	0	0	0	0	1.56	0	0
5312	2L	2445687	2446127	dpp_dpp419_NR	0	1	0	0	0	0	1.13	2.07	2.06	3.48	2.52	3.14	0	0	0	1.75	0	0	0	0	0
7184	X	7166023	7166223	brk-shadow_enhancer[FL]	0	0	0	0	0	0	0	1.31	0	0	0	0	0	0	0	0	0	0	0	0	0
2494	3R	12560101	12560334	Ubx_basal_promoter	0	0	0	0	0	0	0	0	0	0	0	0	1.49	2.11	1.04	0	0	1.22	0	0	0
5781	2L	9145723	9146075	CG32982_enhancer[FL]	0	0	0	0	0	0	1.9	2.45	0	0	0	0	2.7	3.25	1.27	0	0	1.59	0	0	0
324	2R	5447626	5448449	Mef2_GE491	0	0	0	1	0	0	0	0	0	1.73	1.21	0	0	1.95	2.02	1.24	0	0	1.4	1.11	0
3160	3R	21850382	21851165	m4_HZm4	0	0	0	0	0	0	0	2.44	1.43	0	0	0	1.26	2.76	2.14	0	0.94	1.87	1.54	0	0
2502	3R	12588326	12588526	Ubx_pair_rule_(zebra)_like_S1_enhancer	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6470	2L	20772130	20772330	cad_+14_construct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0	0	0
6214	2L	16763500	16763743	Mhc_enhancer[FL]	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	1.83
2303	3R	10421237	10421437	stumps_hbr_DME,stumps_hbr_Tracheal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0
2068	3R	6618312	6618627	CG14687_enhancer[FL]	0	0	0	0	0	1	0	0	0	1.04	0	0	0	0	0	0	0	0	1.06	1.34	0
5644	2L	7304508	7304708	wg_del-wg_NR	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0	0	0	0
4041	3L	7811934	7812186	Pdp1_2nd_intron_enhancer	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79	2.01
203	2R	3747592	3747792	dpn_dF	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69	0	0	0	0	0	0	0
5383	2L	3610866	3611066	odd_-5_construct	0	0	0	0	0	0	0	0	0	0	0	0	1.15	0	0	0	0	0	0	0	0
6814	X	2001269	2001469	Pgd_-1172+6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55
5403	2L	3822324	3822592	slp1_5-3	0	0	0	0	0	0	0	0	0	0	0	0	2.25	0	0	0	0.83	0	0	0	0
1794	3R	4100821	4101021	ato_5'F9.3_NR	0	0	0	0	0	0	0	0	0	0	0	0	1.15	0	0	0	0	0	0	0	0
2808	3R	17209430	17209772	bap_baplac4.5,tin_tinD	0	0	0	0	0	0	0	1.92	1.25	0	0	0	0	0	0.84	0	0	0	0	0	0
2503	3R	12589530	12589730	Ubx_PRE_polycomb_response_element	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0
3308	3R	25085633	25086060	stg_b-E4.9	1	0	0	0	0	0	1.75	1.87	0	0	0	0	2.24	2.38	0	0	1.46	2.03	0	0	0
5020	3L	21001352	21001663	siz_loner/CG32434-PE	0	0	0	0	0	0	1.19	1.78	0	0	0	0	1.8	2.83	1.95	0	0	1.49	0	0	0
7822	X	18041874	18042260	Him_proximal	0	0	0	0	0	0	2.09	3.22	2.32	1.53	0	0	1.56	2.89	2.24	1.76	2.53	3.22	3.17	2.24	1.6
2736	3R	15761375	15761650	mira_PE	0	0	0	0	0	0	0	1.66	0	0	0	0	1.55	2.28	0	0	0	1.29	0	0	0
1718	3R	2707488	2707748	Scr_7.0RR_NR	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.78	0	0	0	1.08	0	0
2067	3R	6617976	6618289	CG14687_enhancer[FL]	0	0	0	0	0	1	0	0	0	0	1.03	0	0	0	0	0	0	0	0	0	1.72
4561	3L	14937341	14937874	Brd_1.5_NR	0	0	0	0	0	0	2.07	3.05	2.02	0	0	0	2.34	3.19	1.96	0.94	1.4	2.66	1.99	0	0
7282	X	8482191	8482391	oc_otd_eye_enhancer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0
2807	3R	17208156	17208525	tin_tin103A_NR,tin_tin56	0	0	0	0	0	0	0	1.13	0	0	0	0	0	0	0.83	0	0	0	0	0	0
5405	2L	3823791	3824149	slp1_5-2,slp1_5-2_enhancer[FL]	1	0	0	0	0	0	1.49	2.7	0	0	0	0	0	2.47	1.01	0	0	1.56	0	0	0
7821	X	18040978	18041405	Him_proximal	0	0	0	0	0	0	1.77	2.93	1.76	0	0	0	0	2.18	1.46	0	0	2.27	2.19	1.6	0.89
370	2R	5827579	5828074	Ndg_enhancer[FL]	0	0	0	0	0	0	2.09	2.08	1.12	1.49	0	1.64	0	2.08	1.12	1.44	0	1.14	0	0	0
7183	X	7165431	7166015	brk-shadow_enhancer[FL]	0	0	0	0	0	0	0	0	0	0	0	0	3.03	1.45	0	0	0.88	0	0	0	0
5285	2L	2172376	2172682	aop_D-lacZ_NR,aop_E-lacZ	0	0	0	1	0	0	2	1.35	0	0	0	0	2.18	0	0	0	0	0	0	0	0
204	2R	3749233	3749597	dpn_dF	0	0	0	0	0	0	1.95	2.76	2	0	0	0	1.78	2.89	1.54	1.41	0	2.4	2	1.32	0
2825	3R	17269110	17269440	lbl_enhancer[FL]	0	0	0	0	0	0	1.95	2.99	1.86	0	0	0	0	2.18	1.11	0	0	1.97	0	0	0
2305	3R	10423022	10423395	stumps_hbr_early	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35	0	0	1.31	1.53	0	0
5387	2L	3618211	3618411	Dot_enhancer	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76	0	0	0	0	0	0	0
47	2R	1685814	1686171	EcR_CE_NR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.68	0.64	0
2809	3R	17210680	17210956	bap_baplac4.5	0	1	0	0	0	0	0	0	1.67	0	0	0	0	0	0	1.1	0	0	0	0	0
7823	X	18042983	18043312	Him_proximal	0	0	0	0	0	0	0	2.4	1.41	0	0	0	0	2.98	2.64	0.56	1.73	3.18	3	2.36	1.65
5292	2L	2182878	2183078	aop_A-lacZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76	0	0	0
2949	3R	18855131	18855611	lmd_enhancer[FL]	0	1	0	0	0	0	1.2	2.11	1.72	2.07	1.22	0	0	0	0	1.41	0	0	1.6	1.18	0
3425	3R	26677584	26677784	tll_D3.2,tll_P2_NR	0	0	0	0	0	0	0	0	0	0	0	0	1.47	0	0	0	0	0	0	0	0
10	2R	1218500	1218974	ap_brain	0	0	0	0	0	0	1.95	2.38	0	0	0	0	1.24	2.1	0	0	0	1.1	0	0	0
781	2R	10647221	10647661	chn_SOP	0	0	0	0	0	0	1.53	2.51	0	0	0	0	2.42	3.31	2.03	0	0	2.05	0.97	0	0
1797	3R	4110871	4111071	ato_3'F5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
5293	2L	2183185	2183428	aop_A-lacZ	0	0	0	0	0	0	0	2.35	0	0	0	0	0	0	1.55	0	0	0	0	0	0
318	2R	5443407	5444051	Mef2,Mef2_I-D[L]_NR,Mef2_I-E,Mef2_ecdysoneRE-small_enhancer[FL]	0	0	0	0	0	0	1.92	2.92	1.46	1.65	0	0	2.9	3.6	2.81	1.16	1.11	2.07	1.31	0	0
1796	3R	4110082	4110334	ato_3'F5.8	0	0	0	0	0	0	0.89	1.24	0	0	0	0	0	0	0	0	0	1.66	0	0	0
2950	3R	18855774	18855974	lmd_enhancer[FL]	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26	0	0	0
